Brake_Pressure	200	0.08
SD_MotorData_MotorRPM	0.0	0.08
LVBatt_Temp	20.0	0.08
LVBatt_Current	5.0	0.08
LVBatt_Voltage	11.7	0.08
PV_Left_Temp	30.0	0.08
PV_Left_Pressure	12.0	0.08
PV_Right_Temp	30.0	0.08
PV_Right_Pressure	12.0	0.08
Ambient_Pressure	0.1	0.08
IMU1_X	0.0	0.08
IMU1_Y	-1.02	0.08
IMU1_Z	0.0	0.08
IMU2_X	0.0	0.08
IMU2_Y	-1.02	0.08
IMU2_Z	0.0	0.08
LIDAR	0.0	0.08
LST_Left	0.0	0.08
LST_Right	0.0	0.08
GUI_Conn	1.0	0.08
RPi_Temp	40.0	0.08
RPi_Proc_Load	5.0	0.08
RPi_Mem_Load	5.0	0.08
RPi_Disk_Space	14000.0	0.08
Abort	1.0	0.08
Launch	0.0	0.08
HV	1.0	0.08
Vent_Sol	1.0	0.08
Res1_Sol	1.0	0.08
Res2_Sol	0.0	0.08
MC_Pump	1.0	0.08
para_BBP	3100.0	0.08
para_max_speed	200.0	0.08
para_max_accel	0.7	0.08
para_max_time	10.0	0.08
para_max_crawl_speed	25.0	0.08
state	1.0	0.08
spacex_state	1.0	0.08
total_faults	0.0	0.08
throttle	0.0	0.08
distance	3101.0	0.08
speed	0.0	0.08
accel	-0.6931702344546381	0.08
wheel_diameter	1.45	0.08
Brake_Pressure	200	0.1
SD_MotorData_MotorRPM	0.0	0.1
LVBatt_Temp	20.0	0.1
LVBatt_Current	5.0	0.1
LVBatt_Voltage	11.7	0.1
PV_Left_Temp	30.0	0.1
PV_Left_Pressure	12.0	0.1
PV_Right_Temp	30.0	0.1
PV_Right_Pressure	12.0	0.1
Ambient_Pressure	0.1	0.1
IMU1_X	0.0	0.1
IMU1_Y	-1.02	0.1
IMU1_Z	0.0	0.1
IMU2_X	0.0	0.1
IMU2_Y	-1.02	0.1
IMU2_Z	0.0	0.1
LIDAR	0.0	0.1
LST_Left	0.0	0.1
LST_Right	0.0	0.1
GUI_Conn	1.0	0.1
RPi_Temp	40.0	0.1
RPi_Proc_Load	5.0	0.1
RPi_Mem_Load	5.0	0.1
RPi_Disk_Space	14000.0	0.1
Abort	1.0	0.1
Launch	0.0	0.1
HV	1.0	0.1
Vent_Sol	1.0	0.1
Res1_Sol	1.0	0.1
Res2_Sol	0.0	0.1
MC_Pump	1.0	0.1
para_BBP	3100.0	0.1
para_max_speed	200.0	0.1
para_max_accel	0.7	0.1
para_max_time	10.0	0.1
para_max_crawl_speed	25.0	0.1
state	1.0	0.1
spacex_state	1.0	0.1
total_faults	0.0	0.1
throttle	0.0	0.1
distance	3101.0	0.1
speed	0.0	0.1
accel	-0.6931702344546381	0.1
wheel_diameter	1.45	0.1
Brake_Pressure	200	0.13
SD_MotorData_MotorRPM	0.0	0.13
LVBatt_Temp	20.0	0.13
LVBatt_Current	5.0	0.13
LVBatt_Voltage	11.7	0.13
PV_Left_Temp	30.0	0.13
PV_Left_Pressure	12.0	0.13
PV_Right_Temp	30.0	0.13
PV_Right_Pressure	12.0	0.13
Ambient_Pressure	0.1	0.13
IMU1_X	0.0	0.13
IMU1_Y	-1.02	0.13
IMU1_Z	0.0	0.13
IMU2_X	0.0	0.13
IMU2_Y	-1.02	0.13
IMU2_Z	0.0	0.13
LIDAR	0.0	0.13
LST_Left	0.0	0.13
LST_Right	0.0	0.13
GUI_Conn	1.0	0.13
RPi_Temp	40.0	0.13
RPi_Proc_Load	5.0	0.13
RPi_Mem_Load	5.0	0.13
RPi_Disk_Space	14000.0	0.13
Abort	1.0	0.13
Launch	0.0	0.13
HV	1.0	0.13
Vent_Sol	1.0	0.13
Res1_Sol	1.0	0.13
Res2_Sol	0.0	0.13
MC_Pump	1.0	0.13
para_BBP	3100.0	0.13
para_max_speed	200.0	0.13
para_max_accel	0.7	0.13
para_max_time	10.0	0.13
para_max_crawl_speed	25.0	0.13
state	1.0	0.13
spacex_state	1.0	0.13
total_faults	0.0	0.13
throttle	0.0	0.13
distance	3101.0	0.13
speed	0.0	0.13
accel	-0.6931702344546381	0.13
wheel_diameter	1.45	0.13
Brake_Pressure	200	0.15
SD_MotorData_MotorRPM	0.0	0.15
LVBatt_Temp	20.0	0.15
LVBatt_Current	5.0	0.15
LVBatt_Voltage	11.7	0.15
PV_Left_Temp	30.0	0.15
PV_Left_Pressure	12.0	0.15
PV_Right_Temp	30.0	0.15
PV_Right_Pressure	12.0	0.15
Ambient_Pressure	0.1	0.15
IMU1_X	0.0	0.15
IMU1_Y	-1.02	0.15
IMU1_Z	0.0	0.15
IMU2_X	0.0	0.15
IMU2_Y	-1.02	0.15
IMU2_Z	0.0	0.15
LIDAR	0.0	0.15
LST_Left	0.0	0.15
LST_Right	0.0	0.15
GUI_Conn	1.0	0.15
RPi_Temp	40.0	0.15
RPi_Proc_Load	5.0	0.15
RPi_Mem_Load	5.0	0.15
RPi_Disk_Space	14000.0	0.15
Abort	1.0	0.15
Launch	0.0	0.15
HV	1.0	0.15
Vent_Sol	1.0	0.15
Res1_Sol	1.0	0.15
Res2_Sol	0.0	0.15
MC_Pump	1.0	0.15
para_BBP	3100.0	0.15
para_max_speed	200.0	0.15
para_max_accel	0.7	0.15
para_max_time	10.0	0.15
para_max_crawl_speed	25.0	0.15
state	1.0	0.15
spacex_state	1.0	0.15
total_faults	0.0	0.15
throttle	0.0	0.15
distance	3101.0	0.15
speed	0.0	0.15
accel	-0.6931702344546381	0.15
wheel_diameter	1.45	0.15
Brake_Pressure	200	0.17
SD_MotorData_MotorRPM	0.0	0.17
LVBatt_Temp	20.0	0.17
LVBatt_Current	5.0	0.17
LVBatt_Voltage	11.7	0.17
PV_Left_Temp	30.0	0.17
PV_Left_Pressure	12.0	0.17
PV_Right_Temp	30.0	0.17
PV_Right_Pressure	12.0	0.17
Ambient_Pressure	0.1	0.17
IMU1_X	0.0	0.17
IMU1_Y	-1.02	0.17
IMU1_Z	0.0	0.17
IMU2_X	0.0	0.17
IMU2_Y	-1.02	0.17
IMU2_Z	0.0	0.17
LIDAR	0.0	0.17
LST_Left	0.0	0.17
LST_Right	0.0	0.17
GUI_Conn	1.0	0.17
RPi_Temp	40.0	0.17
RPi_Proc_Load	5.0	0.17
RPi_Mem_Load	5.0	0.17
RPi_Disk_Space	14000.0	0.17
Abort	1.0	0.17
Launch	0.0	0.17
HV	1.0	0.17
Vent_Sol	1.0	0.17
Res1_Sol	1.0	0.17
Res2_Sol	0.0	0.17
MC_Pump	1.0	0.17
para_BBP	3100.0	0.17
para_max_speed	200.0	0.17
para_max_accel	0.7	0.17
para_max_time	10.0	0.17
para_max_crawl_speed	25.0	0.17
state	1.0	0.17
spacex_state	1.0	0.17
total_faults	0.0	0.17
throttle	0.0	0.17
distance	3101.0	0.17
speed	0.0	0.17
accel	-0.6931702344546381	0.17
wheel_diameter	1.45	0.17
Brake_Pressure	200	0.19
SD_MotorData_MotorRPM	0.0	0.19
LVBatt_Temp	20.0	0.19
LVBatt_Current	5.0	0.19
LVBatt_Voltage	11.7	0.19
PV_Left_Temp	30.0	0.19
PV_Left_Pressure	12.0	0.19
PV_Right_Temp	30.0	0.19
PV_Right_Pressure	12.0	0.19
Ambient_Pressure	0.1	0.19
IMU1_X	0.0	0.19
IMU1_Y	-1.02	0.19
IMU1_Z	0.0	0.19
IMU2_X	0.0	0.19
IMU2_Y	-1.02	0.19
IMU2_Z	0.0	0.19
LIDAR	0.0	0.19
LST_Left	0.0	0.19
LST_Right	0.0	0.19
GUI_Conn	1.0	0.19
RPi_Temp	40.0	0.19
RPi_Proc_Load	5.0	0.19
RPi_Mem_Load	5.0	0.19
RPi_Disk_Space	14000.0	0.19
Abort	1.0	0.19
Launch	0.0	0.19
HV	1.0	0.19
Vent_Sol	1.0	0.19
Res1_Sol	1.0	0.19
Res2_Sol	0.0	0.19
MC_Pump	1.0	0.19
para_BBP	3100.0	0.19
para_max_speed	200.0	0.19
para_max_accel	0.7	0.19
para_max_time	10.0	0.19
para_max_crawl_speed	25.0	0.19
state	1.0	0.19
spacex_state	1.0	0.19
total_faults	0.0	0.19
throttle	0.0	0.19
distance	3101.0	0.19
speed	0.0	0.19
accel	-0.6931702344546381	0.19
wheel_diameter	1.45	0.19
Brake_Pressure	200	0.21
SD_MotorData_MotorRPM	0.0	0.21
LVBatt_Temp	20.0	0.21
LVBatt_Current	5.0	0.21
LVBatt_Voltage	11.7	0.21
PV_Left_Temp	30.0	0.21
PV_Left_Pressure	12.0	0.21
PV_Right_Temp	30.0	0.21
PV_Right_Pressure	12.0	0.21
Ambient_Pressure	0.1	0.21
IMU1_X	0.0	0.21
IMU1_Y	-1.02	0.21
IMU1_Z	0.0	0.21
IMU2_X	0.0	0.21
IMU2_Y	-1.02	0.21
IMU2_Z	0.0	0.21
LIDAR	0.0	0.21
LST_Left	0.0	0.21
LST_Right	0.0	0.21
GUI_Conn	1.0	0.21
RPi_Temp	40.0	0.21
RPi_Proc_Load	5.0	0.21
RPi_Mem_Load	5.0	0.21
RPi_Disk_Space	14000.0	0.21
Abort	1.0	0.21
Launch	0.0	0.21
HV	1.0	0.21
Vent_Sol	1.0	0.21
Res1_Sol	1.0	0.21
Res2_Sol	0.0	0.21
MC_Pump	1.0	0.21
para_BBP	3100.0	0.21
para_max_speed	200.0	0.21
para_max_accel	0.7	0.21
para_max_time	10.0	0.21
para_max_crawl_speed	25.0	0.21
state	1.0	0.21
spacex_state	1.0	0.21
total_faults	0.0	0.21
throttle	0.0	0.21
distance	3101.0	0.21
speed	0.0	0.21
accel	-0.6931702344546381	0.21
wheel_diameter	1.45	0.21
Brake_Pressure	200	0.23
SD_MotorData_MotorRPM	0.0	0.23
LVBatt_Temp	20.0	0.23
LVBatt_Current	5.0	0.23
LVBatt_Voltage	11.7	0.23
PV_Left_Temp	30.0	0.23
PV_Left_Pressure	12.0	0.23
PV_Right_Temp	30.0	0.23
PV_Right_Pressure	12.0	0.23
Ambient_Pressure	0.1	0.23
IMU1_X	0.0	0.23
IMU1_Y	-1.02	0.23
IMU1_Z	0.0	0.23
IMU2_X	0.0	0.23
IMU2_Y	-1.02	0.23
IMU2_Z	0.0	0.23
LIDAR	0.0	0.23
LST_Left	0.0	0.23
LST_Right	0.0	0.23
GUI_Conn	1.0	0.23
RPi_Temp	40.0	0.23
RPi_Proc_Load	5.0	0.23
RPi_Mem_Load	5.0	0.23
RPi_Disk_Space	14000.0	0.23
Abort	1.0	0.23
Launch	0.0	0.23
HV	1.0	0.23
Vent_Sol	1.0	0.23
Res1_Sol	1.0	0.23
Res2_Sol	0.0	0.23
MC_Pump	1.0	0.23
para_BBP	3100.0	0.23
para_max_speed	200.0	0.23
para_max_accel	0.7	0.23
para_max_time	10.0	0.23
para_max_crawl_speed	25.0	0.23
state	1.0	0.23
spacex_state	1.0	0.23
total_faults	0.0	0.23
throttle	0.0	0.23
distance	3101.0	0.23
speed	0.0	0.23
accel	-0.6931702344546381	0.23
wheel_diameter	1.45	0.23
Brake_Pressure	200	0.25
SD_MotorData_MotorRPM	0.0	0.25
LVBatt_Temp	20.0	0.25
LVBatt_Current	5.0	0.25
LVBatt_Voltage	11.7	0.25
PV_Left_Temp	30.0	0.25
PV_Left_Pressure	12.0	0.25
PV_Right_Temp	30.0	0.25
PV_Right_Pressure	12.0	0.25
Ambient_Pressure	0.1	0.25
IMU1_X	0.0	0.25
IMU1_Y	-1.02	0.25
IMU1_Z	0.0	0.25
IMU2_X	0.0	0.25
IMU2_Y	-1.02	0.25
IMU2_Z	0.0	0.25
LIDAR	0.0	0.25
LST_Left	0.0	0.25
LST_Right	0.0	0.25
GUI_Conn	1.0	0.25
RPi_Temp	40.0	0.25
RPi_Proc_Load	5.0	0.25
RPi_Mem_Load	5.0	0.25
RPi_Disk_Space	14000.0	0.25
Abort	1.0	0.25
Launch	0.0	0.25
HV	1.0	0.25
Vent_Sol	1.0	0.25
Res1_Sol	1.0	0.25
Res2_Sol	0.0	0.25
MC_Pump	1.0	0.25
para_BBP	3100.0	0.25
para_max_speed	200.0	0.25
para_max_accel	0.7	0.25
para_max_time	10.0	0.25
para_max_crawl_speed	25.0	0.25
state	1.0	0.25
spacex_state	1.0	0.25
total_faults	0.0	0.25
throttle	0.0	0.25
distance	3101.0	0.25
speed	0.0	0.25
accel	-0.6931702344546381	0.25
wheel_diameter	1.45	0.25
Brake_Pressure	200	0.28
SD_MotorData_MotorRPM	0.0	0.28
LVBatt_Temp	20.0	0.28
LVBatt_Current	5.0	0.28
LVBatt_Voltage	11.7	0.28
PV_Left_Temp	30.0	0.28
PV_Left_Pressure	12.0	0.28
PV_Right_Temp	30.0	0.28
PV_Right_Pressure	12.0	0.28
Ambient_Pressure	0.1	0.28
IMU1_X	0.0	0.28
IMU1_Y	-1.02	0.28
IMU1_Z	0.0	0.28
IMU2_X	0.0	0.28
IMU2_Y	-1.02	0.28
IMU2_Z	0.0	0.28
LIDAR	0.0	0.28
LST_Left	0.0	0.28
LST_Right	0.0	0.28
GUI_Conn	1.0	0.28
RPi_Temp	40.0	0.28
RPi_Proc_Load	5.0	0.28
RPi_Mem_Load	5.0	0.28
RPi_Disk_Space	14000.0	0.28
Abort	1.0	0.28
Launch	0.0	0.28
HV	1.0	0.28
Vent_Sol	1.0	0.28
Res1_Sol	1.0	0.28
Res2_Sol	0.0	0.28
MC_Pump	1.0	0.28
para_BBP	3100.0	0.28
para_max_speed	200.0	0.28
para_max_accel	0.7	0.28
para_max_time	10.0	0.28
para_max_crawl_speed	25.0	0.28
state	1.0	0.28
spacex_state	1.0	0.28
total_faults	0.0	0.28
throttle	0.0	0.28
distance	3101.0	0.28
speed	0.0	0.28
accel	-0.6931702344546381	0.28
wheel_diameter	1.45	0.28
Brake_Pressure	200	0.3
SD_MotorData_MotorRPM	0.0	0.3
LVBatt_Temp	20.0	0.3
LVBatt_Current	5.0	0.3
LVBatt_Voltage	11.7	0.3
PV_Left_Temp	30.0	0.3
PV_Left_Pressure	12.0	0.3
PV_Right_Temp	30.0	0.3
PV_Right_Pressure	12.0	0.3
Ambient_Pressure	0.1	0.3
IMU1_X	0.0	0.3
IMU1_Y	-1.02	0.3
IMU1_Z	0.0	0.3
IMU2_X	0.0	0.3
IMU2_Y	-1.02	0.3
IMU2_Z	0.0	0.3
LIDAR	0.0	0.3
LST_Left	0.0	0.3
LST_Right	0.0	0.3
GUI_Conn	1.0	0.3
RPi_Temp	40.0	0.3
RPi_Proc_Load	5.0	0.3
RPi_Mem_Load	5.0	0.3
RPi_Disk_Space	14000.0	0.3
Abort	1.0	0.3
Launch	0.0	0.3
HV	1.0	0.3
Vent_Sol	1.0	0.3
Res1_Sol	1.0	0.3
Res2_Sol	0.0	0.3
MC_Pump	1.0	0.3
para_BBP	3100.0	0.3
para_max_speed	200.0	0.3
para_max_accel	0.7	0.3
para_max_time	10.0	0.3
para_max_crawl_speed	25.0	0.3
state	1.0	0.3
spacex_state	1.0	0.3
total_faults	0.0	0.3
throttle	0.0	0.3
distance	3101.0	0.3
speed	0.0	0.3
accel	-0.6931702344546381	0.3
wheel_diameter	1.45	0.3
Brake_Pressure	200	0.31
SD_MotorData_MotorRPM	0.0	0.31
LVBatt_Temp	20.0	0.31
LVBatt_Current	5.0	0.31
LVBatt_Voltage	11.7	0.31
PV_Left_Temp	30.0	0.31
PV_Left_Pressure	12.0	0.31
PV_Right_Temp	30.0	0.31
PV_Right_Pressure	12.0	0.31
Ambient_Pressure	0.1	0.31
IMU1_X	0.0	0.31
IMU1_Y	-1.02	0.31
IMU1_Z	0.0	0.31
IMU2_X	0.0	0.31
IMU2_Y	-1.02	0.31
IMU2_Z	0.0	0.31
LIDAR	0.0	0.31
LST_Left	0.0	0.31
LST_Right	0.0	0.31
GUI_Conn	1.0	0.31
RPi_Temp	40.0	0.31
RPi_Proc_Load	5.0	0.31
RPi_Mem_Load	5.0	0.31
RPi_Disk_Space	14000.0	0.31
Abort	1.0	0.31
Launch	0.0	0.31
HV	1.0	0.31
Vent_Sol	1.0	0.31
Res1_Sol	1.0	0.31
Res2_Sol	0.0	0.31
MC_Pump	1.0	0.31
para_BBP	3100.0	0.31
para_max_speed	200.0	0.31
para_max_accel	0.7	0.31
para_max_time	10.0	0.31
para_max_crawl_speed	25.0	0.31
state	1.0	0.31
spacex_state	1.0	0.31
total_faults	0.0	0.31
throttle	0.0	0.31
distance	3101.0	0.31
speed	0.0	0.31
accel	-0.6931702344546381	0.31
wheel_diameter	1.45	0.31
Brake_Pressure	200	0.33
SD_MotorData_MotorRPM	0.0	0.33
LVBatt_Temp	20.0	0.33
LVBatt_Current	5.0	0.33
LVBatt_Voltage	11.7	0.33
PV_Left_Temp	30.0	0.33
PV_Left_Pressure	12.0	0.33
PV_Right_Temp	30.0	0.33
PV_Right_Pressure	12.0	0.33
Ambient_Pressure	0.1	0.33
IMU1_X	0.0	0.33
IMU1_Y	-1.02	0.33
IMU1_Z	0.0	0.33
IMU2_X	0.0	0.33
IMU2_Y	-1.02	0.33
IMU2_Z	0.0	0.33
LIDAR	0.0	0.33
LST_Left	0.0	0.33
LST_Right	0.0	0.33
GUI_Conn	1.0	0.33
RPi_Temp	40.0	0.33
RPi_Proc_Load	5.0	0.33
RPi_Mem_Load	5.0	0.33
RPi_Disk_Space	14000.0	0.33
Abort	1.0	0.33
Launch	0.0	0.33
HV	1.0	0.33
Vent_Sol	1.0	0.33
Res1_Sol	1.0	0.33
Res2_Sol	0.0	0.33
MC_Pump	1.0	0.33
para_BBP	3100.0	0.33
para_max_speed	200.0	0.33
para_max_accel	0.7	0.33
para_max_time	10.0	0.33
para_max_crawl_speed	25.0	0.33
state	1.0	0.33
spacex_state	1.0	0.33
total_faults	0.0	0.33
throttle	0.0	0.33
distance	3101.0	0.33
speed	0.0	0.33
accel	-0.6931702344546381	0.33
wheel_diameter	1.45	0.33
Brake_Pressure	200	0.35
SD_MotorData_MotorRPM	0.0	0.35
LVBatt_Temp	20.0	0.35
LVBatt_Current	5.0	0.35
LVBatt_Voltage	11.7	0.35
PV_Left_Temp	30.0	0.35
PV_Left_Pressure	12.0	0.35
PV_Right_Temp	30.0	0.35
PV_Right_Pressure	12.0	0.35
Ambient_Pressure	0.1	0.35
IMU1_X	0.0	0.35
IMU1_Y	-1.02	0.35
IMU1_Z	0.0	0.35
IMU2_X	0.0	0.35
IMU2_Y	-1.02	0.35
IMU2_Z	0.0	0.35
LIDAR	0.0	0.35
LST_Left	0.0	0.35
LST_Right	0.0	0.35
GUI_Conn	1.0	0.35
RPi_Temp	40.0	0.35
RPi_Proc_Load	5.0	0.35
RPi_Mem_Load	5.0	0.35
RPi_Disk_Space	14000.0	0.35
Abort	1.0	0.35
Launch	0.0	0.35
HV	1.0	0.35
Vent_Sol	1.0	0.35
Res1_Sol	1.0	0.35
Res2_Sol	0.0	0.35
MC_Pump	1.0	0.35
para_BBP	3100.0	0.35
para_max_speed	200.0	0.35
para_max_accel	0.7	0.35
para_max_time	10.0	0.35
para_max_crawl_speed	25.0	0.35
state	1.0	0.35
spacex_state	1.0	0.35
total_faults	0.0	0.35
throttle	0.0	0.35
distance	3101.0	0.35
speed	0.0	0.35
accel	-0.6931702344546381	0.35
wheel_diameter	1.45	0.35
Brake_Pressure	200	0.37
SD_MotorData_MotorRPM	0.0	0.37
LVBatt_Temp	20.0	0.37
LVBatt_Current	5.0	0.37
LVBatt_Voltage	11.7	0.37
PV_Left_Temp	30.0	0.37
PV_Left_Pressure	12.0	0.37
PV_Right_Temp	30.0	0.37
PV_Right_Pressure	12.0	0.37
Ambient_Pressure	0.1	0.37
IMU1_X	0.0	0.37
IMU1_Y	-1.02	0.37
IMU1_Z	0.0	0.37
IMU2_X	0.0	0.37
IMU2_Y	-1.02	0.37
IMU2_Z	0.0	0.37
LIDAR	0.0	0.37
LST_Left	0.0	0.37
LST_Right	0.0	0.37
GUI_Conn	1.0	0.37
RPi_Temp	40.0	0.37
RPi_Proc_Load	5.0	0.37
RPi_Mem_Load	5.0	0.37
RPi_Disk_Space	14000.0	0.37
Abort	1.0	0.37
Launch	0.0	0.37
HV	1.0	0.37
Vent_Sol	1.0	0.37
Res1_Sol	1.0	0.37
Res2_Sol	0.0	0.37
MC_Pump	1.0	0.37
para_BBP	3100.0	0.37
para_max_speed	200.0	0.37
para_max_accel	0.7	0.37
para_max_time	10.0	0.37
para_max_crawl_speed	25.0	0.37
state	1.0	0.37
spacex_state	1.0	0.37
total_faults	0.0	0.37
throttle	0.0	0.37
distance	3101.0	0.37
speed	0.0	0.37
accel	-0.6931702344546381	0.37
wheel_diameter	1.45	0.37
Brake_Pressure	200	0.38
SD_MotorData_MotorRPM	0.0	0.38
LVBatt_Temp	20.0	0.38
LVBatt_Current	5.0	0.38
LVBatt_Voltage	11.7	0.38
PV_Left_Temp	30.0	0.38
PV_Left_Pressure	12.0	0.38
PV_Right_Temp	30.0	0.38
PV_Right_Pressure	12.0	0.38
Ambient_Pressure	0.1	0.38
IMU1_X	0.0	0.38
IMU1_Y	-1.02	0.38
IMU1_Z	0.0	0.38
IMU2_X	0.0	0.38
IMU2_Y	-1.02	0.38
IMU2_Z	0.0	0.38
LIDAR	0.0	0.38
LST_Left	0.0	0.38
LST_Right	0.0	0.38
GUI_Conn	1.0	0.38
RPi_Temp	40.0	0.38
RPi_Proc_Load	5.0	0.38
RPi_Mem_Load	5.0	0.38
RPi_Disk_Space	14000.0	0.38
Abort	1.0	0.38
Launch	0.0	0.38
HV	1.0	0.38
Vent_Sol	1.0	0.38
Res1_Sol	1.0	0.38
Res2_Sol	0.0	0.38
MC_Pump	1.0	0.38
para_BBP	3100.0	0.38
para_max_speed	200.0	0.38
para_max_accel	0.7	0.38
para_max_time	10.0	0.38
para_max_crawl_speed	25.0	0.38
state	1.0	0.38
spacex_state	1.0	0.38
total_faults	0.0	0.38
throttle	0.0	0.38
distance	3101.0	0.38
speed	0.0	0.38
accel	-0.6931702344546381	0.38
wheel_diameter	1.45	0.38
Brake_Pressure	200	0.4
SD_MotorData_MotorRPM	0.0	0.4
LVBatt_Temp	20.0	0.4
LVBatt_Current	5.0	0.4
LVBatt_Voltage	11.7	0.4
PV_Left_Temp	30.0	0.4
PV_Left_Pressure	12.0	0.4
PV_Right_Temp	30.0	0.4
PV_Right_Pressure	12.0	0.4
Ambient_Pressure	0.1	0.4
IMU1_X	0.0	0.4
IMU1_Y	-1.02	0.4
IMU1_Z	0.0	0.4
IMU2_X	0.0	0.4
IMU2_Y	-1.02	0.4
IMU2_Z	0.0	0.4
LIDAR	0.0	0.4
LST_Left	0.0	0.4
LST_Right	0.0	0.4
GUI_Conn	1.0	0.4
RPi_Temp	40.0	0.4
RPi_Proc_Load	5.0	0.4
RPi_Mem_Load	5.0	0.4
RPi_Disk_Space	14000.0	0.4
Abort	1.0	0.4
Launch	0.0	0.4
HV	1.0	0.4
Vent_Sol	1.0	0.4
Res1_Sol	1.0	0.4
Res2_Sol	0.0	0.4
MC_Pump	1.0	0.4
para_BBP	3100.0	0.4
para_max_speed	200.0	0.4
para_max_accel	0.7	0.4
para_max_time	10.0	0.4
para_max_crawl_speed	25.0	0.4
state	1.0	0.4
spacex_state	1.0	0.4
total_faults	0.0	0.4
throttle	0.0	0.4
distance	3101.0	0.4
speed	0.0	0.4
accel	-0.6931702344546381	0.4
wheel_diameter	1.45	0.4
Brake_Pressure	200	0.42
SD_MotorData_MotorRPM	0.0	0.42
LVBatt_Temp	20.0	0.42
LVBatt_Current	5.0	0.42
LVBatt_Voltage	11.7	0.42
PV_Left_Temp	30.0	0.42
PV_Left_Pressure	12.0	0.42
PV_Right_Temp	30.0	0.42
PV_Right_Pressure	12.0	0.42
Ambient_Pressure	0.1	0.42
IMU1_X	0.0	0.42
IMU1_Y	-1.02	0.42
IMU1_Z	0.0	0.42
IMU2_X	0.0	0.42
IMU2_Y	-1.02	0.42
IMU2_Z	0.0	0.42
LIDAR	0.0	0.42
LST_Left	0.0	0.42
LST_Right	0.0	0.42
GUI_Conn	1.0	0.42
RPi_Temp	40.0	0.42
RPi_Proc_Load	5.0	0.42
RPi_Mem_Load	5.0	0.42
RPi_Disk_Space	14000.0	0.42
Abort	1.0	0.42
Launch	0.0	0.42
HV	1.0	0.42
Vent_Sol	1.0	0.42
Res1_Sol	1.0	0.42
Res2_Sol	0.0	0.42
MC_Pump	1.0	0.42
para_BBP	3100.0	0.42
para_max_speed	200.0	0.42
para_max_accel	0.7	0.42
para_max_time	10.0	0.42
para_max_crawl_speed	25.0	0.42
state	1.0	0.42
spacex_state	1.0	0.42
total_faults	0.0	0.42
throttle	0.0	0.42
distance	3101.0	0.42
speed	0.0	0.42
accel	-0.6931702344546381	0.42
wheel_diameter	1.45	0.42
Brake_Pressure	200	0.44
SD_MotorData_MotorRPM	0.0	0.44
LVBatt_Temp	20.0	0.44
LVBatt_Current	5.0	0.44
LVBatt_Voltage	11.7	0.44
PV_Left_Temp	30.0	0.44
PV_Left_Pressure	12.0	0.44
